order_item_id,order_id,product_id,quantity,price
OI032284,O016249,P040,2,1088
OI032285,O016249,P008,1,856
OI032286,O016250,P006,1,1396
OI032287,O016251,P050,2,1746
OI032288,O016252,P035,1,978
OI032289,O016252,P030,1,794
OI032290,O016252,P058,2,951
OI032291,O016253,P003,2,947
OI032292,O016254,P001,2,1841
OI032293,O016255,P021,1,1585
OI032294,O016255,P034,2,1686
OI032295,O016256,P007,1,1282
OI032296,O016257,P041,1,1251
OI032297,O016257,P010,1,1949
OI032298,O016258,P023,2,1589
OI032299,O016258,P035,1,978
OI032300,O016258,P015,1,749
OI032301,O016259,P048,2,1658
OI032302,O016259,P001,2,1841
OI032303,O016260,P013,2,1716
OI032304,O016260,P047,1,1165
OI032305,O016260,P040,2,1088
OI032306,O016261,P015,2,749
OI032307,O016262,P026,2,887
OI032308,O016262,P058,1,951
OI032309,O016262,P012,2,715
OI032310,O016263,P006,1,1396
OI032311,O016264,P053,1,1572
OI032312,O016264,P055,1,861
OI032313,O016265,P021,1,1585
OI032314,O016266,P053,1,1572
OI032315,O016266,P038,1,1466
OI032316,O016266,P049,2,1416
OI032317,O016267,P054,2,1979
OI032318,O016267,P013,1,1716
OI032319,O016268,P046,1,1441
OI032320,O016269,P038,2,1466
OI032321,O016269,P009,2,761
OI032322,O016269,P035,2,978
OI032323,O016270,P053,1,1572
OI032324,O016271,P025,2,879
OI032325,O016271,P001,1,1841
OI032326,O016271,P026,2,887
OI032327,O016272,P013,2,1716
OI032328,O016273,P060,2,769
OI032329,O016273,P029,2,746
OI032330,O016273,P037,1,1213
OI032331,O016274,P010,2,1949
OI032332,O016274,P046,1,1441
OI032333,O016275,P034,2,1686
OI032334,O016276,P035,1,978
OI032335,O016276,P055,2,861
OI032336,O016277,P015,1,749
OI032337,O016278,P010,2,1949
OI032338,O016279,P046,2,1441
OI032339,O016279,P059,1,1750
OI032340,O016279,P004,1,860
OI032341,O016280,P033,1,1026
OI032342,O016281,P058,1,951
OI032343,O016281,P015,1,749
OI032344,O016282,P032,1,1487
OI032345,O016282,P040,1,1088
OI032346,O016282,P037,2,1213
OI032347,O016283,P033,2,1026
OI032348,O016284,P054,1,1979
OI032349,O016284,P003,1,947
OI032350,O016284,P049,2,1416
OI032351,O016285,P001,1,1841
OI032352,O016285,P046,2,1441
OI032353,O016285,P047,2,1165
OI032354,O016286,P053,1,1572
OI032355,O016286,P056,2,1093
OI032356,O016286,P014,2,1779
OI032357,O016287,P005,2,1101
OI032358,O016287,P003,2,947
OI032359,O016287,P004,1,860
OI032360,O016288,P018,1,764
OI032361,O016288,P016,1,1807
OI032362,O016289,P009,1,761
OI032363,O016289,P036,1,1690
OI032364,O016289,P005,1,1101
OI032365,O016290,P034,1,1686
OI032366,O016291,P037,1,1213
OI032367,O016291,P053,1,1572
OI032368,O016292,P015,1,749
OI032369,O016292,P022,1,1697
OI032370,O016292,P003,2,947
OI032371,O016293,P023,1,1589
OI032372,O016293,P053,2,1572
OI032373,O016293,P027,2,790
OI032374,O016294,P034,1,1686
OI032375,O016294,P022,2,1697
OI032376,O016295,P039,2,750
OI032377,O016295,P034,1,1686
OI032378,O016295,P051,2,1123
OI032379,O016296,P048,1,1658
OI032380,O016296,P055,1,861
OI032381,O016296,P013,1,1716
OI032382,O016297,P058,1,951
OI032383,O016297,P021,1,1585
OI032384,O016297,P013,1,1716
OI032385,O016298,P012,2,715
OI032386,O016299,P025,2,879
OI032387,O016300,P036,1,1690
OI032388,O016301,P010,1,1949
OI032389,O016301,P043,1,1355
OI032390,O016302,P041,1,1251
OI032391,O016302,P043,2,1355
OI032392,O016302,P044,1,950
OI032393,O016303,P040,1,1088
OI032394,O016303,P005,2,1101
OI032395,O016303,P035,1,978
OI032396,O016304,P044,1,950
OI032397,O016304,P019,1,1100
OI032398,O016304,P006,2,1396
OI032399,O016305,P036,1,1690
OI032400,O016305,P056,1,1093
OI032401,O016306,P048,1,1658
OI032402,O016306,P033,2,1026
OI032403,O016307,P020,1,1794
OI032404,O016307,P008,2,856
OI032405,O016307,P020,2,1794
OI032406,O016308,P055,2,861
OI032407,O016308,P006,1,1396
OI032408,O016309,P003,2,947
OI032409,O016309,P006,2,1396
OI032410,O016309,P040,2,1088
OI032411,O016310,P028,2,1764
OI032412,O016310,P018,2,764
OI032413,O016310,P003,1,947
OI032414,O016311,P043,2,1355
OI032415,O016311,P040,1,1088
OI032416,O016311,P014,1,1779
OI032417,O016312,P057,2,802
OI032418,O016313,P009,1,761
OI032419,O016313,P027,1,790
OI032420,O016313,P038,1,1466
OI032421,O016314,P012,2,715
OI032422,O016314,P034,1,1686
OI032423,O016314,P007,2,1282
OI032424,O016315,P044,1,950
OI032425,O016316,P047,2,1165
OI032426,O016316,P046,2,1441
OI032427,O016316,P007,2,1282
OI032428,O016317,P032,1,1487
OI032429,O016317,P027,2,790
OI032430,O016317,P043,2,1355
OI032431,O016318,P041,1,1251
OI032432,O016318,P058,2,951
OI032433,O016319,P011,1,1752
OI032434,O016320,P043,2,1355
OI032435,O016320,P018,1,764
OI032436,O016320,P038,1,1466
OI032437,O016321,P058,1,951
OI032438,O016322,P005,1,1101
OI032439,O016322,P028,2,1764
OI032440,O016322,P033,2,1026
OI032441,O016323,P002,1,822
OI032442,O016323,P007,1,1282
OI032443,O016323,P055,1,861
OI032444,O016324,P051,2,1123
OI032445,O016324,P016,2,1807
OI032446,O016324,P053,2,1572
OI032447,O016325,P003,1,947
OI032448,O016325,P043,1,1355
OI032449,O016325,P018,1,764
OI032450,O016326,P050,1,1746
OI032451,O016326,P010,1,1949
OI032452,O016327,P001,1,1841
OI032453,O016328,P025,2,879
OI032454,O016328,P023,2,1589
OI032455,O016328,P035,1,978
OI032456,O016329,P015,2,749
OI032457,O016329,P053,1,1572
OI032458,O016330,P028,1,1764
OI032459,O016330,P005,2,1101
OI032460,O016331,P011,2,1752
OI032461,O016331,P033,1,1026
OI032462,O016332,P059,1,1750
OI032463,O016332,P020,2,1794
OI032464,O016332,P003,1,947
OI032465,O016333,P002,2,822
OI032466,O016333,P057,2,802
OI032467,O016334,P020,2,1794
OI032468,O016334,P013,1,1716
OI032469,O016335,P004,1,860
OI032470,O016335,P053,1,1572
OI032471,O016335,P053,2,1572
OI032472,O016336,P011,2,1752
OI032473,O016337,P018,2,764
OI032474,O016338,P046,2,1441
OI032475,O016338,P048,1,1658
OI032476,O016338,P014,1,1779
OI032477,O016339,P034,2,1686
OI032478,O016340,P048,1,1658
OI032479,O016340,P016,1,1807
OI032480,O016341,P024,1,768
OI032481,O016342,P001,1,1841
OI032482,O016342,P026,2,887
OI032483,O016343,P001,2,1841
OI032484,O016343,P015,1,749
OI032485,O016343,P027,1,790
OI032486,O016344,P047,1,1165
OI032487,O016344,P029,2,746
OI032488,O016344,P022,1,1697
OI032489,O016345,P019,1,1100
OI032490,O016345,P024,1,768
OI032491,O016346,P030,1,794
OI032492,O016346,P037,2,1213
OI032493,O016346,P020,2,1794
OI032494,O016347,P013,1,1716
OI032495,O016347,P054,2,1979
OI032496,O016348,P002,2,822
OI032497,O016349,P032,2,1487
OI032498,O016350,P020,2,1794
OI032499,O016350,P046,1,1441
OI032500,O016350,P024,1,768
OI032501,O016351,P017,2,1908
OI032502,O016352,P044,2,950
OI032503,O016352,P011,1,1752
OI032504,O016353,P043,2,1355
OI032505,O016353,P004,2,860
OI032506,O016353,P006,2,1396
OI032507,O016354,P041,1,1251
OI032508,O016354,P059,1,1750
OI032509,O016354,P035,2,978
OI032510,O016355,P017,1,1908
OI032511,O016356,P058,2,951
OI032512,O016357,P059,1,1750
OI032513,O016357,P053,2,1572
OI032514,O016357,P036,1,1690
OI032515,O016358,P055,1,861
OI032516,O016358,P047,1,1165
OI032517,O016358,P029,2,746
OI032518,O016359,P037,2,1213
OI032519,O016359,P019,2,1100
OI032520,O016360,P005,2,1101
OI032521,O016361,P026,2,887
OI032522,O016362,P044,2,950
OI032523,O016362,P031,1,980
OI032524,O016362,P034,1,1686
OI032525,O016363,P037,1,1213
OI032526,O016363,P011,1,1752
OI032527,O016363,P049,2,1416
OI032528,O016364,P024,2,768
OI032529,O016364,P003,1,947
OI032530,O016365,P001,1,1841
OI032531,O016365,P026,1,887
OI032532,O016366,P014,2,1779
OI032533,O016366,P025,2,879
OI032534,O016366,P055,2,861
OI032535,O016367,P005,2,1101
OI032536,O016367,P059,1,1750
OI032537,O016367,P007,2,1282
OI032538,O016368,P041,2,1251
OI032539,O016369,P005,2,1101
OI032540,O016370,P008,2,856
OI032541,O016371,P037,1,1213
OI032542,O016371,P006,1,1396
OI032543,O016371,P050,2,1746
OI032544,O016372,P008,2,856
OI032545,O016372,P057,1,802
OI032546,O016373,P020,1,1794
OI032547,O016373,P025,1,879
OI032548,O016373,P022,1,1697
OI032549,O016374,P060,2,769
OI032550,O016374,P028,2,1764
OI032551,O016374,P016,1,1807
OI032552,O016375,P024,1,768
OI032553,O016375,P050,2,1746
OI032554,O016375,P057,2,802
OI032555,O016376,P015,1,749
OI032556,O016377,P054,2,1979
OI032557,O016378,P046,1,1441
OI032558,O016378,P035,1,978
OI032559,O016378,P027,2,790
OI032560,O016379,P044,1,950
OI032561,O016379,P054,2,1979
OI032562,O016379,P058,1,951
OI032563,O016380,P003,2,947
OI032564,O016380,P021,2,1585
OI032565,O016381,P009,2,761
OI032566,O016381,P054,2,1979
OI032567,O016381,P016,2,1807
OI032568,O016382,P012,1,715
OI032569,O016382,P058,2,951
OI032570,O016383,P020,1,1794
OI032571,O016384,P016,2,1807
OI032572,O016384,P049,1,1416
OI032573,O016385,P031,2,980
OI032574,O016386,P049,2,1416
OI032575,O016387,P012,2,715
OI032576,O016387,P056,2,1093
OI032577,O016387,P040,2,1088
OI032578,O016388,P056,1,1093
OI032579,O016388,P036,2,1690
OI032580,O016389,P036,2,1690
OI032581,O016390,P002,2,822
OI032582,O016390,P033,2,1026
OI032583,O016391,P022,1,1697
OI032584,O016392,P017,2,1908
OI032585,O016393,P045,2,731
OI032586,O016394,P004,2,860
OI032587,O016394,P049,2,1416
OI032588,O016395,P017,2,1908
OI032589,O016396,P006,2,1396
OI032590,O016396,P043,2,1355
OI032591,O016397,P042,1,1718
OI032592,O016397,P018,1,764
OI032593,O016397,P007,1,1282
OI032594,O016398,P047,1,1165
OI032595,O016398,P013,2,1716
OI032596,O016398,P052,2,769
OI032597,O016399,P005,1,1101
OI032598,O016400,P028,2,1764
OI032599,O016400,P005,2,1101
OI032600,O016400,P006,1,1396
OI032601,O016401,P004,1,860
OI032602,O016402,P045,2,731
OI032603,O016403,P013,2,1716
OI032604,O016403,P044,1,950
OI032605,O016404,P041,1,1251
OI032606,O016405,P060,2,769
OI032607,O016406,P014,1,1779
OI032608,O016407,P053,2,1572
OI032609,O016407,P004,1,860
OI032610,O016407,P039,1,750
OI032611,O016408,P040,1,1088
OI032612,O016408,P004,2,860
OI032613,O016409,P060,1,769
OI032614,O016410,P053,1,1572
OI032615,O016411,P056,2,1093
OI032616,O016411,P005,2,1101
OI032617,O016412,P048,1,1658
OI032618,O016413,P001,2,1841
OI032619,O016414,P004,2,860
OI032620,O016414,P027,1,790
OI032621,O016414,P040,1,1088
OI032622,O016415,P051,2,1123
OI032623,O016415,P034,2,1686
OI032624,O016416,P020,1,1794
OI032625,O016416,P005,1,1101
OI032626,O016416,P033,2,1026
OI032627,O016417,P045,1,731
OI032628,O016417,P007,1,1282
OI032629,O016418,P030,1,794
OI032630,O016418,P051,1,1123
OI032631,O016418,P044,2,950
OI032632,O016419,P014,2,1779
OI032633,O016420,P003,1,947
OI032634,O016421,P039,1,750
OI032635,O016421,P033,2,1026
OI032636,O016422,P020,2,1794
OI032637,O016423,P020,1,1794
OI032638,O016423,P059,1,1750
OI032639,O016424,P045,1,731
OI032640,O016424,P014,2,1779
OI032641,O016424,P052,1,769
OI032642,O016425,P046,2,1441
OI032643,O016425,P054,1,1979
OI032644,O016425,P031,1,980
OI032645,O016426,P001,2,1841
OI032646,O016426,P059,2,1750
OI032647,O016426,P033,1,1026
OI032648,O016427,P034,1,1686
OI032649,O016427,P028,1,1764
OI032650,O016428,P010,2,1949
OI032651,O016429,P056,2,1093
OI032652,O016429,P052,1,769
OI032653,O016430,P055,2,861
OI032654,O016430,P032,2,1487
OI032655,O016431,P060,1,769
OI032656,O016432,P008,1,856
OI032657,O016432,P052,1,769
OI032658,O016432,P059,1,1750
OI032659,O016433,P047,2,1165
OI032660,O016434,P030,1,794
OI032661,O016434,P057,2,802
OI032662,O016435,P051,1,1123
OI032663,O016435,P023,1,1589
OI032664,O016435,P046,2,1441
OI032665,O016436,P034,1,1686
OI032666,O016436,P026,2,887
OI032667,O016437,P051,2,1123
OI032668,O016438,P006,1,1396
OI032669,O016439,P025,2,879
OI032670,O016439,P041,1,1251
OI032671,O016440,P015,2,749
OI032672,O016441,P030,1,794
OI032673,O016441,P021,2,1585
OI032674,O016442,P028,2,1764
OI032675,O016443,P024,2,768
OI032676,O016443,P035,2,978
OI032677,O016444,P029,2,746
OI032678,O016445,P044,1,950
OI032679,O016445,P028,2,1764
OI032680,O016445,P043,2,1355
OI032681,O016446,P039,1,750
OI032682,O016446,P018,2,764
OI032683,O016446,P013,1,1716
OI032684,O016447,P017,2,1908
OI032685,O016448,P050,2,1746
OI032686,O016449,P051,1,1123
OI032687,O016449,P014,2,1779
OI032688,O016450,P043,1,1355
OI032689,O016450,P050,2,1746
OI032690,O016451,P006,1,1396
OI032691,O016451,P057,1,802
OI032692,O016451,P003,2,947
OI032693,O016452,P008,1,856
OI032694,O016452,P014,1,1779
OI032695,O016453,P003,2,947
OI032696,O016453,P029,2,746
OI032697,O016454,P043,1,1355
OI032698,O016455,P004,2,860
OI032699,O016455,P037,2,1213
OI032700,O016456,P011,1,1752
OI032701,O016456,P009,1,761
OI032702,O016457,P018,2,764
OI032703,O016457,P020,1,1794
OI032704,O016458,P018,1,764
OI032705,O016458,P007,1,1282
OI032706,O016459,P049,2,1416
OI032707,O016460,P056,1,1093
OI032708,O016460,P028,1,1764
OI032709,O016460,P023,1,1589
OI032710,O016461,P034,1,1686
OI032711,O016462,P028,2,1764
OI032712,O016462,P039,1,750
OI032713,O016463,P038,2,1466
OI032714,O016463,P001,1,1841
OI032715,O016464,P014,1,1779
OI032716,O016464,P009,2,761
OI032717,O016465,P003,2,947
OI032718,O016465,P044,1,950
OI032719,O016466,P038,2,1466
OI032720,O016466,P058,1,951
OI032721,O016466,P055,1,861
OI032722,O016467,P042,2,1718
OI032723,O016468,P014,1,1779
OI032724,O016468,P020,1,1794
OI032725,O016468,P005,2,1101
OI032726,O016469,P010,2,1949
OI032727,O016470,P040,2,1088
OI032728,O016470,P060,1,769
OI032729,O016471,P049,2,1416
OI032730,O016471,P022,2,1697
OI032731,O016472,P051,2,1123
OI032732,O016472,P019,1,1100
OI032733,O016472,P057,1,802
OI032734,O016473,P043,2,1355
OI032735,O016474,P038,2,1466
OI032736,O016474,P034,2,1686
OI032737,O016475,P035,1,978
OI032738,O016476,P015,1,749
OI032739,O016476,P011,2,1752
OI032740,O016476,P046,2,1441
OI032741,O016477,P030,1,794
OI032742,O016478,P017,2,1908
OI032743,O016478,P011,1,1752
OI032744,O016479,P057,2,802
OI032745,O016479,P012,2,715
OI032746,O016480,P022,2,1697
OI032747,O016481,P039,1,750
OI032748,O016481,P032,2,1487
OI032749,O016481,P028,2,1764
OI032750,O016482,P023,1,1589
OI032751,O016482,P003,1,947
OI032752,O016482,P047,1,1165
OI032753,O016483,P048,1,1658
OI032754,O016483,P020,1,1794
OI032755,O016483,P030,2,794
OI032756,O016484,P043,2,1355
OI032757,O016484,P017,1,1908
OI032758,O016485,P038,1,1466
OI032759,O016486,P027,1,790
OI032760,O016486,P009,2,761
OI032761,O016486,P046,1,1441
OI032762,O016487,P022,2,1697
OI032763,O016487,P015,2,749
OI032764,O016487,P019,2,1100
OI032765,O016488,P054,2,1979
OI032766,O016488,P028,2,1764
OI032767,O016488,P043,1,1355
OI032768,O016489,P058,1,951
OI032769,O016489,P009,1,761
OI032770,O016490,P035,1,978
OI032771,O016491,P059,2,1750
OI032772,O016491,P025,1,879
OI032773,O016491,P060,1,769
OI032774,O016492,P023,2,1589
OI032775,O016492,P019,1,1100
OI032776,O016492,P042,1,1718
OI032777,O016493,P025,2,879
OI032778,O016494,P036,1,1690
OI032779,O016494,P012,2,715
OI032780,O016494,P003,2,947
OI032781,O016495,P026,2,887
OI032782,O016495,P007,1,1282
OI032783,O016496,P049,1,1416
OI032784,O016496,P003,1,947
OI032785,O016497,P059,1,1750
OI032786,O016498,P024,2,768
OI032787,O016498,P044,1,950
OI032788,O016499,P027,1,790
OI032789,O016499,P029,1,746
OI032790,O016499,P047,1,1165
OI032791,O016500,P043,1,1355
OI032792,O016501,P019,1,1100
OI032793,O016501,P057,2,802
OI032794,O016502,P043,1,1355
OI032795,O016502,P039,2,750
OI032796,O016503,P039,2,750
OI032797,O016503,P036,2,1690
OI032798,O016504,P037,1,1213
OI032799,O016504,P034,1,1686
OI032800,O016504,P040,1,1088
OI032801,O016505,P039,1,750
OI032802,O016505,P034,1,1686
OI032803,O016506,P041,1,1251
OI032804,O016506,P022,2,1697
OI032805,O016507,P030,2,794
OI032806,O016507,P060,2,769
OI032807,O016507,P034,2,1686
OI032808,O016508,P005,1,1101
OI032809,O016508,P057,1,802
OI032810,O016509,P015,2,749
OI032811,O016509,P042,2,1718
OI032812,O016510,P005,2,1101
OI032813,O016511,P019,1,1100
OI032814,O016511,P020,1,1794
OI032815,O016512,P020,2,1794
OI032816,O016512,P011,2,1752
OI032817,O016513,P006,1,1396
OI032818,O016513,P008,1,856
OI032819,O016513,P002,1,822
OI032820,O016514,P013,1,1716
OI032821,O016515,P023,1,1589
OI032822,O016515,P012,1,715
OI032823,O016515,P013,2,1716
OI032824,O016516,P021,2,1585
OI032825,O016517,P052,1,769
OI032826,O016517,P009,2,761
OI032827,O016517,P014,2,1779
OI032828,O016518,P026,1,887
OI032829,O016519,P040,1,1088
OI032830,O016519,P057,1,802
OI032831,O016520,P043,2,1355
OI032832,O016521,P049,1,1416
OI032833,O016522,P040,1,1088
OI032834,O016523,P053,1,1572
OI032835,O016523,P056,2,1093
OI032836,O016523,P038,2,1466
OI032837,O016524,P054,1,1979
OI032838,O016524,P022,2,1697
OI032839,O016524,P040,2,1088
OI032840,O016525,P042,2,1718
OI032841,O016526,P002,2,822
OI032842,O016526,P034,2,1686
OI032843,O016527,P017,1,1908
OI032844,O016527,P016,2,1807
OI032845,O016528,P045,1,731
OI032846,O016529,P053,1,1572
OI032847,O016529,P055,2,861
OI032848,O016530,P048,2,1658
OI032849,O016530,P012,2,715
OI032850,O016530,P008,1,856
OI032851,O016531,P057,2,802
OI032852,O016531,P036,2,1690
OI032853,O016531,P059,2,1750
OI032854,O016532,P001,1,1841
OI032855,O016533,P060,2,769
OI032856,O016534,P009,1,761
OI032857,O016535,P049,2,1416
OI032858,O016535,P059,1,1750
OI032859,O016535,P032,1,1487
OI032860,O016536,P007,1,1282
OI032861,O016537,P007,2,1282
OI032862,O016538,P003,2,947
OI032863,O016539,P049,1,1416
OI032864,O016540,P027,2,790
OI032865,O016540,P028,1,1764
OI032866,O016541,P009,2,761
OI032867,O016541,P035,2,978
OI032868,O016541,P025,2,879
OI032869,O016542,P045,1,731
OI032870,O016542,P019,2,1100
OI032871,O016542,P060,2,769
OI032872,O016543,P036,1,1690
OI032873,O016543,P050,1,1746
OI032874,O016543,P038,1,1466
OI032875,O016544,P027,2,790
OI032876,O016545,P053,2,1572
OI032877,O016545,P014,2,1779
OI032878,O016545,P032,2,1487
OI032879,O016546,P051,2,1123
OI032880,O016546,P018,1,764
OI032881,O016547,P001,2,1841
OI032882,O016547,P034,2,1686
OI032883,O016548,P059,1,1750
OI032884,O016548,P012,1,715
OI032885,O016549,P058,1,951
OI032886,O016549,P055,2,861
OI032887,O016549,P048,2,1658
OI032888,O016550,P040,2,1088
OI032889,O016551,P020,1,1794
OI032890,O016551,P025,1,879
OI032891,O016552,P056,2,1093
OI032892,O016553,P003,1,947
OI032893,O016553,P050,2,1746
OI032894,O016553,P051,2,1123
OI032895,O016554,P040,2,1088
OI032896,O016555,P025,2,879
OI032897,O016555,P046,2,1441
OI032898,O016556,P045,1,731
OI032899,O016556,P027,1,790
OI032900,O016557,P050,2,1746
OI032901,O016557,P054,2,1979
OI032902,O016557,P047,1,1165
OI032903,O016558,P053,2,1572
OI032904,O016558,P011,2,1752
OI032905,O016558,P008,2,856
OI032906,O016559,P057,2,802
OI032907,O016559,P035,2,978
OI032908,O016559,P053,1,1572
OI032909,O016560,P053,1,1572
OI032910,O016560,P004,2,860
OI032911,O016561,P036,1,1690
OI032912,O016561,P042,1,1718
OI032913,O016562,P019,1,1100
OI032914,O016562,P049,1,1416
OI032915,O016563,P052,2,769
OI032916,O016563,P038,1,1466
OI032917,O016563,P002,1,822
OI032918,O016564,P055,2,861
OI032919,O016564,P025,2,879
OI032920,O016565,P010,1,1949
OI032921,O016566,P025,1,879
OI032922,O016567,P031,2,980
OI032923,O016567,P015,1,749
OI032924,O016567,P059,1,1750
OI032925,O016568,P046,1,1441
OI032926,O016569,P002,1,822
OI032927,O016569,P002,1,822
OI032928,O016570,P020,2,1794
OI032929,O016570,P019,1,1100
OI032930,O016571,P048,2,1658
OI032931,O016571,P047,2,1165
OI032932,O016572,P033,2,1026
OI032933,O016572,P047,1,1165
OI032934,O016573,P030,1,794
OI032935,O016574,P044,2,950
OI032936,O016574,P019,1,1100
OI032937,O016575,P059,1,1750
OI032938,O016575,P025,2,879
OI032939,O016576,P003,2,947
OI032940,O016577,P045,1,731
OI032941,O016578,P030,2,794
OI032942,O016579,P056,1,1093
OI032943,O016579,P017,1,1908
OI032944,O016580,P008,1,856
OI032945,O016580,P028,1,1764
OI032946,O016580,P055,1,861
OI032947,O016581,P035,2,978
OI032948,O016581,P038,1,1466
OI032949,O016582,P016,2,1807
OI032950,O016582,P030,1,794
OI032951,O016582,P022,1,1697
OI032952,O016583,P021,1,1585
OI032953,O016584,P026,2,887
OI032954,O016584,P037,1,1213
OI032955,O016584,P012,2,715
OI032956,O016585,P011,1,1752
OI032957,O016585,P007,2,1282
OI032958,O016586,P041,1,1251
OI032959,O016587,P024,2,768
OI032960,O016587,P022,1,1697
OI032961,O016587,P008,1,856
OI032962,O016588,P017,2,1908
OI032963,O016589,P032,1,1487
OI032964,O016590,P005,1,1101
OI032965,O016590,P031,1,980
OI032966,O016591,P032,2,1487
OI032967,O016591,P040,2,1088
OI032968,O016591,P044,2,950
OI032969,O016592,P017,2,1908
OI032970,O016592,P006,2,1396
OI032971,O016593,P055,2,861
OI032972,O016593,P059,1,1750
OI032973,O016593,P004,1,860
OI032974,O016594,P050,2,1746
OI032975,O016595,P009,2,761
OI032976,O016595,P046,2,1441
OI032977,O016596,P019,2,1100
OI032978,O016597,P048,1,1658
OI032979,O016597,P053,2,1572
OI032980,O016597,P007,2,1282
OI032981,O016598,P030,1,794
OI032982,O016598,P056,1,1093
OI032983,O016598,P011,2,1752
OI032984,O016599,P023,1,1589
OI032985,O016600,P054,1,1979
OI032986,O016601,P011,1,1752
OI032987,O016601,P029,1,746
OI032988,O016601,P041,2,1251
OI032989,O016602,P039,2,750
OI032990,O016603,P024,1,768
OI032991,O016603,P015,1,749
OI032992,O016604,P043,2,1355
OI032993,O016605,P010,1,1949
OI032994,O016606,P024,2,768
OI032995,O016606,P046,1,1441
OI032996,O016607,P046,2,1441
OI032997,O016608,P043,2,1355
OI032998,O016609,P002,1,822
OI032999,O016609,P054,1,1979
OI033000,O016610,P060,1,769
OI033001,O016611,P028,2,1764
OI033002,O016611,P008,2,856
OI033003,O016612,P055,2,861
OI033004,O016613,P014,1,1779
OI033005,O016613,P050,2,1746
OI033006,O016613,P033,2,1026
OI033007,O016614,P009,1,761
OI033008,O016615,P056,1,1093
OI033009,O016615,P029,1,746
OI033010,O016616,P026,2,887
OI033011,O016617,P035,2,978
OI033012,O016618,P023,1,1589
OI033013,O016618,P039,1,750
OI033014,O016619,P024,2,768
OI033015,O016619,P044,2,950
OI033016,O016620,P026,1,887
OI033017,O016620,P052,1,769
OI033018,O016621,P033,1,1026
OI033019,O016621,P002,2,822
OI033020,O016621,P040,1,1088
OI033021,O016622,P028,2,1764
OI033022,O016623,P044,2,950
OI033023,O016623,P003,1,947
OI033024,O016623,P028,1,1764
OI033025,O016624,P031,2,980
OI033026,O016625,P057,1,802
OI033027,O016626,P052,2,769
OI033028,O016626,P049,1,1416
OI033029,O016627,P042,2,1718
OI033030,O016627,P039,1,750
OI033031,O016628,P060,2,769
OI033032,O016629,P021,2,1585
OI033033,O016630,P020,1,1794
OI033034,O016631,P011,2,1752
OI033035,O016632,P036,2,1690
OI033036,O016632,P010,1,1949
OI033037,O016633,P011,1,1752
OI033038,O016634,P050,2,1746
OI033039,O016634,P026,2,887
OI033040,O016635,P024,2,768
OI033041,O016635,P026,1,887
OI033042,O016635,P004,1,860
OI033043,O016636,P008,2,856
OI033044,O016636,P030,2,794
OI033045,O016637,P023,2,1589
OI033046,O016637,P015,1,749
OI033047,O016638,P032,1,1487
OI033048,O016638,P055,2,861
OI033049,O016639,P022,2,1697
OI033050,O016639,P009,2,761
OI033051,O016639,P019,1,1100
OI033052,O016640,P009,2,761
OI033053,O016640,P033,2,1026
OI033054,O016641,P019,2,1100
OI033055,O016641,P006,2,1396
OI033056,O016641,P027,2,790
OI033057,O016642,P009,2,761
OI033058,O016643,P002,1,822
OI033059,O016644,P031,2,980
OI033060,O016645,P012,1,715
OI033061,O016645,P031,1,980
OI033062,O016645,P032,2,1487
OI033063,O016646,P014,2,1779
OI033064,O016646,P013,1,1716
OI033065,O016646,P027,2,790
OI033066,O016647,P030,2,794
OI033067,O016647,P059,2,1750
OI033068,O016648,P036,2,1690
OI033069,O016648,P030,2,794
OI033070,O016648,P059,2,1750
OI033071,O016649,P036,2,1690
OI033072,O016650,P040,1,1088
OI033073,O016651,P042,1,1718
OI033074,O016651,P007,2,1282
OI033075,O016651,P011,1,1752
OI033076,O016652,P006,1,1396
OI033077,O016652,P056,1,1093
OI033078,O016652,P011,2,1752
OI033079,O016653,P010,1,1949
OI033080,O016653,P048,1,1658
OI033081,O016654,P008,2,856
OI033082,O016654,P036,1,1690
OI033083,O016654,P014,1,1779
OI033084,O016655,P025,2,879
OI033085,O016655,P033,1,1026
OI033086,O016655,P044,1,950
OI033087,O016656,P006,2,1396
OI033088,O016657,P045,2,731
OI033089,O016657,P040,2,1088
OI033090,O016657,P047,1,1165
OI033091,O016658,P043,2,1355
OI033092,O016658,P014,2,1779
OI033093,O016659,P057,1,802
OI033094,O016660,P049,1,1416
OI033095,O016661,P043,2,1355
OI033096,O016662,P012,2,715
OI033097,O016662,P034,2,1686
OI033098,O016663,P050,1,1746
OI033099,O016663,P055,2,861
OI033100,O016664,P042,2,1718
OI033101,O016664,P059,2,1750
OI033102,O016664,P042,1,1718
OI033103,O016665,P049,2,1416
OI033104,O016665,P036,1,1690
OI033105,O016665,P048,1,1658
OI033106,O016666,P046,2,1441
OI033107,O016666,P029,2,746
OI033108,O016666,P051,2,1123
OI033109,O016667,P060,2,769
OI033110,O016667,P050,1,1746
OI033111,O016667,P051,2,1123
OI033112,O016668,P020,2,1794
OI033113,O016668,P019,1,1100
OI033114,O016668,P009,1,761
OI033115,O016669,P018,2,764
OI033116,O016670,P015,2,749
OI033117,O016670,P028,2,1764
OI033118,O016670,P051,1,1123
OI033119,O016671,P060,1,769
OI033120,O016672,P056,2,1093
OI033121,O016673,P041,2,1251
OI033122,O016673,P022,2,1697
OI033123,O016673,P023,2,1589
OI033124,O016674,P039,1,750
